Date,Japan,Korea (ROK),Chile,Maldives,Cambodia,Singapore,USA,Chinese Taipei,Thailand,Indonesia,Turkey,"Macao, China",Australia,New Zealand,Czech,Hawaii,Mexico,Hong Kong SAR,Canada,Austria
1992-06-01,23.12043,144.672872,68.015208,1.982659,237.596996,0.296054,0.182173,4.512036,4.627101,380.790652,,1.495523,0.241004,0.336203,,0.182173,0.580569,1.40996,0.217956,0.140157
1992-07-01,23.036116,144.516003,65.016148,1.895235,227.120404,0.295395,0.183274,4.539736,4.634296,364.000084,,1.429579,0.245969,0.33544,,0.183274,0.554969,1.415301,0.218423,0.133708
1992-08-01,23.213891,145.886328,63.761268,1.858655,222.736742,0.29592,0.183802,4.617151,4.643728,356.9745,,1.401987,0.253643,0.339872,,0.183802,0.544258,1.423195,0.218737,0.130937
1992-09-01,22.303626,142.695879,63.811388,1.860116,222.911825,0.288242,0.181817,4.583457,4.579424,357.255102,,1.403089,0.25165,0.334692,,0.181817,0.544685,1.393678,0.221962,0.130498
1992-10-01,21.826958,140.914549,66.139372,1.927978,231.044153,0.28798,0.18014,4.554341,4.550076,370.288577,,1.454277,0.251811,0.332508,,0.18014,0.564557,1.384385,0.224317,0.134201
1992-11-01,22.000592,139.437341,69.699164,2.031746,243.479546,0.289452,0.177599,4.511938,4.522329,390.218464,,1.53255,0.257436,0.340849,,0.177599,0.594943,1.370201,0.225086,0.141211
1992-12-01,21.319058,135.901513,67.505524,1.967801,235.816522,0.281438,0.171933,4.376053,4.382275,377.937131,,1.484316,0.249295,0.333171,,0.171933,0.576218,1.328801,0.21863,0.136997
1993-01-01,21.640073,137.508311,69.881431,1.894495,464.935806,0.28607,0.173047,4.397776,4.417043,360.866239,,1.377612,0.256557,0.337603,5.040608,0.173047,0.538699,1.339437,0.220907,0.141031
1993-02-01,20.865867,138.044925,71.446411,1.936922,475.347946,0.284444,0.172595,4.461949,4.404138,368.947764,,1.408464,0.253243,0.334857,5.153492,0.172595,0.550763,1.336019,0.217584,0.143572
1993-03-01,20.360129,138.557784,72.27015,1.959254,480.828457,0.286113,0.174051,4.530018,4.425276,373.201537,,1.424702,0.245824,0.328421,5.212909,0.174051,0.557113,1.34539,0.217025,0.145523
1993-04-01,19.588501,139.309472,70.001585,1.897753,465.735215,0.283079,0.174433,4.538236,4.403698,361.486712,,1.379981,0.24503,0.323758,5.049275,0.174433,0.539625,1.34852,0.220028,0.141286
1993-05-01,19.2242,140.068436,70.099268,1.900401,466.385124,0.281321,0.174268,4.527984,4.39727,361.991147,,1.381907,0.24967,0.321075,5.056321,0.174268,0.540378,1.347742,0.221267,0.141566
1993-06-01,18.636091,139.650064,71.764904,1.945556,477.46695,0.280274,0.173686,4.560729,4.379218,370.592458,,1.414742,0.257309,0.32188,5.176465,0.173686,0.553218,1.340539,0.222112,0.144966
1993-07-01,18.627386,139.706658,74.431126,2.017838,495.205878,0.279731,0.173128,4.615165,4.38577,384.360767,,1.467303,0.255504,0.315177,5.368782,0.173128,0.573772,1.33854,0.221991,0.150875
1993-08-01,17.926398,139.256553,74.585934,2.022035,496.235854,0.276127,0.172694,4.654095,4.350963,385.160197,,1.470355,0.254685,0.310551,5.379948,0.172694,0.574965,1.329472,0.22575,0.1512
1993-09-01,18.180694,139.171909,71.614121,1.941469,476.463755,0.27389,0.172507,4.6443,4.342959,369.813814,,1.41177,0.264619,0.310985,5.165589,0.172507,0.552056,1.326756,0.22778,0.144862
1993-10-01,18.439969,139.707823,72.509402,1.96574,482.420249,0.270182,0.172404,4.631596,4.354976,374.437028,,1.429419,0.26061,0.310598,5.230166,0.172404,0.558957,1.327607,0.228554,0.146651
1993-11-01,18.566578,139.286889,74.634538,2.023353,496.559222,0.274421,0.172147,4.629677,4.369549,385.411184,,1.471313,0.258888,0.314458,5.383454,0.172147,0.551266,1.329464,0.226665,0.151217
1993-12-01,18.890114,139.571466,74.481456,2.019203,495.540738,0.274402,0.171792,4.598579,4.37374,384.620673,,1.468295,0.255114,0.30895,5.372412,0.171792,0.534361,1.326798,0.228828,0.15102
