Date,Japan,Korea (ROK),Chile,Maldives,Cambodia,Singapore,USA,Chinese Taipei,Thailand,Indonesia,Turkey,"Macao, China",Australia,New Zealand,Czech,Hawaii,Mexico,Hong Kong SAR,Canada,Austria
1994-01-01,12.771449,93.219405,48.243405,1.330241,292.237852,0.183778,0.114659,3.038543,2.928823,248.091156,,0.913975,0.164776,0.203714,3.305016,0.114659,0.356683,0.88515,0.150906,0.102293
1994-02-01,12.182575,93.148153,48.069451,1.325444,291.184111,0.182026,0.114594,3.030854,2.908875,247.196597,,0.91068,0.160022,0.199425,3.293098,0.114594,0.358174,0.886991,0.153665,0.101774
1994-03-01,12.046294,92.892017,47.058694,1.297574,285.061383,0.181267,0.114625,3.027701,2.902843,241.998794,,0.891531,0.161149,0.200539,3.223854,0.114625,0.37885,0.885375,0.156381,0.099482
1994-04-01,11.84192,92.825789,47.102251,1.298775,285.325231,0.178712,0.114606,3.024298,2.895815,242.222784,,0.892356,0.160349,0.201021,3.226838,0.114606,0.383986,0.883636,0.158445,0.099516
1994-05-01,11.947679,93.202738,46.372519,1.278654,280.904825,0.177926,0.115139,3.08615,2.902733,238.470144,,0.878531,0.15888,0.197002,3.176847,0.115139,0.382154,0.889244,0.158875,0.097893
1994-06-01,11.820589,93.176239,45.62761,1.258114,276.392488,0.17614,0.11516,3.111341,2.894748,234.63946,,0.864419,0.156963,0.194275,3.125815,0.11516,0.387882,0.889448,0.159314,0.096292
1994-07-01,11.381867,93.118506,44.300499,1.221521,268.353417,0.174416,0.115455,3.078333,2.883737,227.814805,,0.839277,0.157192,0.191553,3.034899,0.115455,0.393053,0.890043,0.159692,0.093293
1994-08-01,11.604953,93.393709,44.530311,1.227857,269.745524,0.174147,0.116182,3.06939,2.907023,228.996614,,0.843631,0.156934,0.192406,3.050642,0.116182,0.392996,0.894452,0.160134,0.093741
1994-09-01,11.554007,93.667338,44.363108,1.223247,268.732675,0.17354,0.116904,3.062446,2.917688,228.136771,,0.840463,0.157649,0.193078,3.039188,0.116904,0.397515,0.900611,0.158318,0.093425
1994-10-01,11.515054,93.337117,43.484555,1.199022,263.410778,0.171823,0.116939,3.056757,2.924581,223.618822,,0.823819,0.158433,0.191222,2.979001,0.116939,0.40026,0.899373,0.157895,0.09164
1994-11-01,11.475626,93.118066,44.144927,1.217231,267.411033,0.171021,0.117095,3.067704,2.927506,227.014781,,0.836329,0.155184,0.187722,3.024241,0.117095,0.403329,0.90045,0.159763,0.093064
1994-12-01,11.778934,93.213222,45.356258,1.250632,274.748755,0.171888,0.117615,3.102999,2.953326,233.244035,,0.859278,0.151809,0.184058,3.107226,0.117615,0.471556,0.907504,0.16339,0.095652
1995-01-01,11.784677,93.432034,46.481165,1.378831,287.109993,0.171248,0.118163,3.108357,2.970908,263.419716,,0.933406,0.1544,0.183921,3.109184,0.118163,0.661646,0.912347,0.166955,0.094041
1995-02-01,11.622238,93.375713,45.879399,1.36098,283.392938,0.171136,0.118306,3.115338,2.958865,260.009366,,0.921322,0.158958,0.185593,3.068931,0.118306,0.672368,0.9099,0.165699,0.092659
1995-03-01,10.72413,91.501149,43.868014,1.301314,270.96879,0.166384,0.118367,3.089635,2.93082,248.61037,,0.880931,0.161104,0.181043,2.934387,0.118367,0.802183,0.904885,0.166557,0.088325
1995-04-01,9.931334,90.418996,43.136961,1.279627,266.453141,0.164102,0.118454,3.019501,2.910676,244.46732,,0.86625,0.160816,0.176032,2.885485,0.118454,0.737777,0.907419,0.163125,0.08673
1995-05-01,10.198608,90.825964,44.333551,1.315123,273.844374,0.165702,0.119942,3.062675,2.958255,251.248681,,0.890279,0.164807,0.177926,2.965527,0.119942,0.717667,0.919115,0.163195,0.089162
1995-06-01,10.162248,90.929636,44.068148,1.30725,272.204999,0.16609,0.120184,3.098827,2.965151,249.744576,,0.884949,0.166978,0.177872,2.947774,0.120184,0.749236,0.920813,0.165497,0.088594
1995-07-01,10.483992,90.61448,43.618066,1.293899,269.424884,0.166696,0.120187,3.155968,2.974608,247.193856,,0.875911,0.165433,0.176872,2.917667,0.120187,0.736713,0.922544,0.163642,0.087589
1995-08-01,11.364238,91.497922,44.963936,1.333823,277.738204,0.168303,0.120116,3.271209,2.998146,254.821221,,0.902938,0.161956,0.181532,3.007694,0.120116,0.745447,0.923006,0.162756,0.090427
1995-09-01,12.04924,91.871864,45.441147,1.347979,280.685897,0.170455,0.119974,3.290764,3.013657,257.52569,,0.912521,0.159059,0.181235,3.039615,0.119974,0.757547,0.920619,0.161978,0.091434
1995-10-01,12.085601,90.367853,44.289507,1.313817,273.572314,0.167636,0.119979,3.23013,3.013147,250.99907,,0.889395,0.158374,0.178867,2.962581,0.119979,0.808326,0.910643,0.161457,0.088992
1995-11-01,12.22095,90.434567,44.239023,1.312319,273.260484,0.16598,0.119992,3.271224,3.019662,250.71297,,0.888381,0.160989,0.179948,2.959204,0.119992,0.923555,0.908646,0.162334,0.088786
1995-12-01,12.221681,90.494126,44.892335,1.331699,277.295934,0.165992,0.119974,3.276895,3.019121,254.415443,,0.9015,0.161887,0.180518,3.002905,0.119974,0.921746,0.907389,0.164169,0.090092
1996-01-01,12.655296,92.111179,50.271485,1.435225,319.978733,0.166351,0.119928,3.285934,3.033306,285.617835,,0.971417,0.161723,0.176997,3.310031,0.119928,0.898561,0.905287,0.163888,0.090909
1996-02-01,12.680632,91.084575,50.485388,1.441332,321.340232,0.164749,0.120063,3.298009,3.029739,286.833129,,0.97555,0.158915,0.173023,3.324115,0.120063,0.902526,0.902832,0.165178,0.091356
1996-03-01,12.681525,91.56596,50.644203,1.445866,322.351087,0.16519,0.119767,3.281623,3.024176,287.735433,,0.978619,0.155294,0.172126,3.334571,0.119767,0.906638,0.906206,0.163523,0.091645
1996-04-01,12.836149,91.809429,51.273261,1.463825,326.355051,0.165692,0.11974,3.25545,3.028217,291.309433,,0.990775,0.152332,0.172497,3.375991,0.11974,0.894618,0.909897,0.162669,0.092842
1996-05-01,12.737244,92.16958,52.073109,1.48666,331.446097,0.166128,0.119792,3.279652,3.029642,295.853776,,1.00623,0.150315,0.172126,3.428655,0.119792,0.890886,0.913111,0.164019,0.094439
1996-06-01,13.049187,94.565631,51.837746,1.479941,329.94801,0.166877,0.11987,3.317286,3.039188,294.516561,,1.001682,0.151436,0.175022,3.413158,0.11987,0.907118,0.916723,0.163712,0.094141
1996-07-01,13.10037,96.372629,51.141093,1.460052,325.513804,0.1679,0.119918,3.305766,3.040182,290.558523,,0.988221,0.151923,0.172069,3.367288,0.119918,0.913363,0.917568,0.164212,0.092815
