Precipitation,Date,Country
30.3,1979-07-01,Turkey
16.0,1979-08-01,Turkey
13.7,1979-09-01,Turkey
70.9,1979-10-01,Turkey
94.7,1979-11-01,Turkey
78.6,1979-12-01,Turkey
98.2,1980-01-01,Turkey
48.4,1980-02-01,Turkey
92.4,1980-03-01,Turkey
69.8,1980-04-01,Turkey
65.7,1980-05-01,Turkey
23.3,1980-06-01,Turkey
7.3,1980-07-01,Turkey
14.2,1980-08-01,Turkey
19.6,1980-09-01,Turkey
27.8,1980-10-01,Turkey
77.6,1980-11-01,Turkey
87.7,1980-12-01,Turkey
133.2,1981-01-01,Turkey
69.5,1981-02-01,Turkey
70.2,1981-03-01,Turkey
39.2,1981-04-01,Turkey
71.4,1981-05-01,Turkey
39.4,1981-06-01,Turkey
23.2,1981-07-01,Turkey
14.2,1981-08-01,Turkey
17.0,1981-09-01,Turkey
35.3,1981-10-01,Turkey
85.0,1981-11-01,Turkey
120.6,1981-12-01,Turkey
64.3,1982-01-01,Turkey
41.3,1982-02-01,Turkey
62.0,1982-03-01,Turkey
85.6,1982-04-01,Turkey
60.5,1982-05-01,Turkey
36.2,1982-06-01,Turkey
32.2,1982-07-01,Turkey
21.9,1982-08-01,Turkey
12.0,1982-09-01,Turkey
42.1,1982-10-01,Turkey
33.0,1982-11-01,Turkey
54.1,1982-12-01,Turkey
66.6,1983-01-01,Turkey
73.5,1983-02-01,Turkey
49.1,1983-03-01,Turkey
48.8,1983-04-01,Turkey
68.4,1983-05-01,Turkey
46.7,1983-06-01,Turkey
36.1,1983-07-01,Turkey
18.4,1983-08-01,Turkey
18.2,1983-09-01,Turkey
51.2,1983-10-01,Turkey
115.1,1983-11-01,Turkey
61.0,1983-12-01,Turkey
70.9,1984-01-01,Turkey
49.4,1984-02-01,Turkey
76.2,1984-03-01,Turkey
93.4,1984-04-01,Turkey
41.2,1984-05-01,Turkey
21.6,1984-06-01,Turkey
25.9,1984-07-01,Turkey
23.6,1984-08-01,Turkey
2.7,1984-09-01,Turkey
19.1,1984-10-01,Turkey
71.3,1984-11-01,Turkey
37.8,1984-12-01,Turkey
90.0,1985-01-01,Turkey
92.6,1985-02-01,Turkey
48.6,1985-03-01,Turkey
50.1,1985-04-01,Turkey
45.2,1985-05-01,Turkey
25.9,1985-06-01,Turkey
11.1,1985-07-01,Turkey
8.1,1985-08-01,Turkey
10.2,1985-09-01,Turkey
77.4,1985-10-01,Turkey
68.6,1985-11-01,Turkey
61.1,1985-12-01,Turkey
87.2,1986-01-01,Turkey
80.7,1986-02-01,Turkey
20.5,1986-03-01,Turkey
34.9,1986-04-01,Turkey
73.2,1986-05-01,Turkey
48.1,1986-06-01,Turkey
8.9,1986-07-01,Turkey
7.9,1986-08-01,Turkey
23.1,1986-09-01,Turkey
41.7,1986-10-01,Turkey
61.3,1986-11-01,Turkey
82.5,1986-12-01,Turkey
111.5,1987-01-01,Turkey
55.6,1987-02-01,Turkey
91.4,1987-03-01,Turkey
59.2,1987-04-01,Turkey
35.4,1987-05-01,Turkey
37.8,1987-06-01,Turkey
27.1,1987-07-01,Turkey
22.0,1987-08-01,Turkey
4.7,1987-09-01,Turkey
56.7,1987-10-01,Turkey
75.3,1987-11-01,Turkey
124.0,1987-12-01,Turkey
49.3,1988-01-01,Turkey
74.7,1988-02-01,Turkey
103.9,1988-03-01,Turkey
65.8,1988-04-01,Turkey
61.8,1988-05-01,Turkey
56.9,1988-06-01,Turkey
27.1,1988-07-01,Turkey
18.0,1988-08-01,Turkey
14.9,1988-09-01,Turkey
85.7,1988-10-01,Turkey
106.7,1988-11-01,Turkey
74.0,1988-12-01,Turkey
26.8,1989-01-01,Turkey
17.0,1989-02-01,Turkey
45.0,1989-03-01,Turkey
19.6,1989-04-01,Turkey
43.4,1989-05-01,Turkey
30.6,1989-06-01,Turkey
12.7,1989-07-01,Turkey
10.3,1989-08-01,Turkey
19.8,1989-09-01,Turkey
78.6,1989-10-01,Turkey
115.3,1989-11-01,Turkey
68.4,1989-12-01,Turkey
35.8,1990-01-01,Turkey
53.6,1990-02-01,Turkey
25.3,1990-03-01,Turkey
71.2,1990-04-01,Turkey
54.2,1990-05-01,Turkey
35.2,1990-06-01,Turkey
15.8,1990-07-01,Turkey
11.9,1990-08-01,Turkey
30.8,1990-09-01,Turkey
39.4,1990-10-01,Turkey
50.6,1990-11-01,Turkey
85.8,1990-12-01,Turkey
51.9,1991-01-01,Turkey
60.0,1991-02-01,Turkey
61.7,1991-03-01,Turkey
70.0,1991-04-01,Turkey
87.5,1991-05-01,Turkey
31.2,1991-06-01,Turkey
19.5,1991-07-01,Turkey
10.3,1991-08-01,Turkey
25.2,1991-09-01,Turkey
52.3,1991-10-01,Turkey
55.6,1991-11-01,Turkey
117.1,1991-12-01,Turkey
33.6,1992-01-01,Turkey
63.1,1992-02-01,Turkey
47.1,1992-03-01,Turkey
40.8,1992-04-01,Turkey
61.6,1992-05-01,Turkey
66.5,1992-06-01,Turkey
29.5,1992-07-01,Turkey
10.6,1992-08-01,Turkey
20.8,1992-09-01,Turkey
33.9,1992-10-01,Turkey
95.9,1992-11-01,Turkey
83.0,1992-12-01,Turkey
56.9,1993-01-01,Turkey
61.2,1993-02-01,Turkey
45.8,1993-03-01,Turkey
55.5,1993-04-01,Turkey
96.7,1993-05-01,Turkey
36.1,1993-06-01,Turkey
7.6,1993-07-01,Turkey
15.6,1993-08-01,Turkey
11.3,1993-09-01,Turkey
18.2,1993-10-01,Turkey
84.3,1993-11-01,Turkey
44.9,1993-12-01,Turkey
82.1,1994-01-01,Turkey
66.0,1994-02-01,Turkey
46.7,1994-03-01,Turkey
47.7,1994-04-01,Turkey
48.8,1994-05-01,Turkey
25.2,1994-06-01,Turkey
19.2,1994-07-01,Turkey
16.3,1994-08-01,Turkey
10.3,1994-09-01,Turkey
67.4,1994-10-01,Turkey
104.6,1994-11-01,Turkey
98.0,1994-12-01,Turkey
77.6,1995-01-01,Turkey
31.6,1995-02-01,Turkey
88.0,1995-03-01,Turkey
74.6,1995-04-01,Turkey
42.3,1995-05-01,Turkey
41.0,1995-06-01,Turkey
36.8,1995-07-01,Turkey
15.6,1995-08-01,Turkey
29.8,1995-09-01,Turkey
41.1,1995-10-01,Turkey
98.3,1995-11-01,Turkey
40.0,1995-12-01,Turkey
67.1,1996-01-01,Turkey
74.4,1996-02-01,Turkey
94.4,1996-03-01,Turkey
68.1,1996-04-01,Turkey
42.5,1996-05-01,Turkey
16.7,1996-06-01,Turkey
10.7,1996-07-01,Turkey
25.0,1996-08-01,Turkey
50.1,1996-09-01,Turkey
65.9,1996-10-01,Turkey
27.8,1996-11-01,Turkey
116.3,1996-12-01,Turkey
46.8,1997-01-01,Turkey
48.9,1997-02-01,Turkey
69.1,1997-03-01,Turkey
81.2,1997-04-01,Turkey
39.7,1997-05-01,Turkey
41.1,1997-06-01,Turkey
19.9,1997-07-01,Turkey
32.6,1997-08-01,Turkey
30.6,1997-09-01,Turkey
92.8,1997-10-01,Turkey
47.9,1997-11-01,Turkey
108.5,1997-12-01,Turkey
68.8,1998-01-01,Turkey
60.2,1998-02-01,Turkey
95.4,1998-03-01,Turkey
58.9,1998-04-01,Turkey
93.3,1998-05-01,Turkey
30.2,1998-06-01,Turkey
17.9,1998-07-01,Turkey
5.8,1998-08-01,Turkey
22.2,1998-09-01,Turkey
47.7,1998-10-01,Turkey
71.0,1998-11-01,Turkey
109.7,1998-12-01,Turkey
48.9,1999-01-01,Turkey
82.6,1999-02-01,Turkey
73.3,1999-03-01,Turkey
54.2,1999-04-01,Turkey
33.6,1999-05-01,Turkey
46.2,1999-06-01,Turkey
23.8,1999-07-01,Turkey
31.0,1999-08-01,Turkey
28.8,1999-09-01,Turkey
44.5,1999-10-01,Turkey
38.8,1999-11-01,Turkey
44.2,1999-12-01,Turkey
91.2,2000-01-01,Turkey
67.3,2000-02-01,Turkey
62.4,2000-03-01,Turkey
69.3,2000-04-01,Turkey
47.7,2000-05-01,Turkey
34.8,2000-06-01,Turkey
10.9,2000-07-01,Turkey
24.0,2000-08-01,Turkey
28.6,2000-09-01,Turkey
50.3,2000-10-01,Turkey
34.0,2000-11-01,Turkey
65.2,2000-12-01,Turkey
29.0,2001-01-01,Turkey
63.4,2001-02-01,Turkey
50.7,2001-03-01,Turkey
69.1,2001-04-01,Turkey
79.9,2001-05-01,Turkey
13.8,2001-06-01,Turkey
15.7,2001-07-01,Turkey
19.3,2001-08-01,Turkey
17.8,2001-09-01,Turkey
28.7,2001-10-01,Turkey
98.2,2001-11-01,Turkey
150.5,2001-12-01,Turkey
69.7,2002-01-01,Turkey
31.7,2002-02-01,Turkey
58.1,2002-03-01,Turkey
97.7,2002-04-01,Turkey
39.7,2002-05-01,Turkey
31.5,2002-06-01,Turkey
38.1,2002-07-01,Turkey
32.9,2002-08-01,Turkey
43.6,2002-09-01,Turkey
51.8,2002-10-01,Turkey
53.5,2002-11-01,Turkey
90.7,2002-12-01,Turkey
65.3,2003-01-01,Turkey
106.2,2003-02-01,Turkey
65.1,2003-03-01,Turkey
81.9,2003-04-01,Turkey
40.2,2003-05-01,Turkey
27.3,2003-06-01,Turkey
16.7,2003-07-01,Turkey
10.4,2003-08-01,Turkey
31.0,2003-09-01,Turkey
69.0,2003-10-01,Turkey
51.6,2003-11-01,Turkey
97.7,2003-12-01,Turkey
117.1,2004-01-01,Turkey
60.4,2004-02-01,Turkey
38.5,2004-03-01,Turkey
63.3,2004-04-01,Turkey
55.0,2004-05-01,Turkey
40.4,2004-06-01,Turkey
13.0,2004-07-01,Turkey
21.9,2004-08-01,Turkey
10.5,2004-09-01,Turkey
24.7,2004-10-01,Turkey
98.0,2004-11-01,Turkey
42.3,2004-12-01,Turkey
78.3,2005-01-01,Turkey
68.2,2005-02-01,Turkey
80.3,2005-03-01,Turkey
57.6,2005-04-01,Turkey
53.3,2005-05-01,Turkey
42.1,2005-06-01,Turkey
20.7,2005-07-01,Turkey
15.0,2005-08-01,Turkey
33.8,2005-09-01,Turkey
49.7,2005-10-01,Turkey
77.7,2005-11-01,Turkey
51.8,2005-12-01,Turkey
83.0,2006-01-01,Turkey
75.7,2006-02-01,Turkey
67.0,2006-03-01,Turkey
62.5,2006-04-01,Turkey
41.8,2006-05-01,Turkey
32.1,2006-06-01,Turkey
14.5,2006-07-01,Turkey
8.8,2006-08-01,Turkey
43.3,2006-09-01,Turkey
87.9,2006-10-01,Turkey
67.7,2006-11-01,Turkey
23.2,2006-12-01,Turkey
55.9,2007-01-01,Turkey
45.0,2007-02-01,Turkey
57.9,2007-03-01,Turkey
59.5,2007-04-01,Turkey
45.5,2007-05-01,Turkey
34.7,2007-06-01,Turkey
13.2,2007-07-01,Turkey
21.9,2007-08-01,Turkey
9.4,2007-09-01,Turkey
47.7,2007-10-01,Turkey
104.6,2007-11-01,Turkey
83.9,2007-12-01,Turkey
44.6,2008-01-01,Turkey
39.8,2008-02-01,Turkey
52.1,2008-03-01,Turkey
37.1,2008-04-01,Turkey
45.1,2008-05-01,Turkey
26.0,2008-06-01,Turkey
11.0,2008-07-01,Turkey
15.0,2008-08-01,Turkey
51.1,2008-09-01,Turkey
43.2,2008-10-01,Turkey
55.5,2008-11-01,Turkey
60.4,2008-12-01,Turkey
92.0,2009-01-01,Turkey
105.4,2009-02-01,Turkey
85.3,2009-03-01,Turkey
62.9,2009-04-01,Turkey
46.8,2009-05-01,Turkey
34.4,2009-06-01,Turkey
34.6,2009-07-01,Turkey
9.2,2009-08-01,Turkey
46.2,2009-09-01,Turkey
39.2,2009-10-01,Turkey
93.8,2009-11-01,Turkey
107.3,2009-12-01,Turkey
111.3,2010-01-01,Turkey
93.3,2010-02-01,Turkey
59.7,2010-03-01,Turkey
61.1,2010-04-01,Turkey
44.2,2010-05-01,Turkey
61.5,2010-06-01,Turkey
22.7,2010-07-01,Turkey
8.9,2010-08-01,Turkey
18.2,2010-09-01,Turkey
93.0,2010-10-01,Turkey
14.8,2010-11-01,Turkey
94.9,2010-12-01,Turkey
72.2,2011-01-01,Turkey
56.5,2011-02-01,Turkey
56.3,2011-03-01,Turkey
2.4,2011-04-01,Turkey
75.9,2011-05-01,Turkey
55.8,2011-06-01,Turkey
20.6,2011-07-01,Turkey
15.4,2011-08-01,Turkey
23.6,2011-09-01,Turkey
67.8,2011-10-01,Turkey
35.7,2011-11-01,Turkey
64.9,2011-12-01,Turkey
125.9,2012-01-01,Turkey
90.6,2012-02-01,Turkey
54.6,2012-03-01,Turkey
45.1,2012-04-01,Turkey
80.9,2012-05-01,Turkey
30.4,2012-06-01,Turkey
23.2,2012-07-01,Turkey
19.4,2012-08-01,Turkey
13.1,2012-09-01,Turkey
54.1,2012-10-01,Turkey
62.8,2012-11-01,Turkey
134.0,2012-12-01,Turkey
94.0,2013-01-01,Turkey
71.9,2013-02-01,Turkey
57.6,2013-03-01,Turkey
56.7,2013-04-01,Turkey
49.3,2013-05-01,Turkey
29.9,2013-06-01,Turkey
14.8,2013-07-01,Turkey
10.3,2013-08-01,Turkey
20.1,2013-09-01,Turkey
51.7,2013-10-01,Turkey
46.5,2013-11-01,Turkey
36.7,2013-12-01,Turkey
59.9,2014-01-01,Turkey
25.4,2014-02-01,Turkey
74.8,2014-03-01,Turkey
48.8,2014-04-01,Turkey
69.8,2014-05-01,Turkey
58.8,2014-06-01,Turkey
18.5,2014-07-01,Turkey
22.8,2014-08-01,Turkey
62.6,2014-09-01,Turkey
68.6,2014-10-01,Turkey
69.5,2014-11-01,Turkey
85.2,2014-12-01,Turkey
94.7,2015-01-01,Turkey
84.0,2015-02-01,Turkey
95.3,2015-03-01,Turkey
56.3,2015-04-01,Turkey
60.7,2015-05-01,Turkey
68.3,2015-06-01,Turkey
7.3,2015-07-01,Turkey
32.4,2015-08-01,Turkey
27.1,2015-09-01,Turkey
85.3,2015-10-01,Turkey
37.3,2015-11-01,Turkey
32.7,2015-12-01,Turkey
120.6,2016-01-01,Turkey
57.0,2016-02-01,Turkey
71.7,2016-03-01,Turkey
40.1,2016-04-01,Turkey
84.3,2016-05-01,Turkey
45.7,2016-06-01,Turkey
21.4,2016-07-01,Turkey
20.8,2016-08-01,Turkey
39.5,2016-09-01,Turkey
24.1,2016-10-01,Turkey
56.8,2016-11-01,Turkey
96.0,2016-12-01,Turkey
75.6,2017-01-01,Turkey
18.6,2017-02-01,Turkey
65.0,2017-03-01,Turkey
64.1,2017-04-01,Turkey
73.8,2017-05-01,Turkey
40.3,2017-06-01,Turkey
11.0,2017-07-01,Turkey
22.5,2017-08-01,Turkey
10.5,2017-09-01,Turkey
54.1,2017-10-01,Turkey
60.9,2017-11-01,Turkey
66.2,2017-12-01,Turkey
87.9,2018-01-01,Turkey
56.7,2018-02-01,Turkey
82.6,2018-03-01,Turkey
20.5,2018-04-01,Turkey
93.6,2018-05-01,Turkey
57.0,2018-06-01,Turkey
22.4,2018-07-01,Turkey
17.4,2018-08-01,Turkey
22.6,2018-09-01,Turkey
64.5,2018-10-01,Turkey
60.5,2018-11-01,Turkey
133.8,2018-12-01,Turkey
108.5,2019-01-01,Turkey
61.7,2019-02-01,Turkey
58.4,2019-03-01,Turkey
72.0,2019-04-01,Turkey
42.3,2019-05-01,Turkey
51.4,2019-06-01,Turkey
26.1,2019-07-01,Turkey
21.3,2019-08-01,Turkey
18.2,2019-09-01,Turkey
27.8,2019-10-01,Turkey
33.9,2019-11-01,Turkey
95.6,2019-12-01,Turkey
67.2,2020-01-01,Turkey
80.4,2020-02-01,Turkey
73.2,2020-03-01,Turkey
53.9,2020-04-01,Turkey
74.6,2020-05-01,Turkey
51.1,2020-06-01,Turkey
17.6,2020-07-01,Turkey
13.7,2020-08-01,Turkey
13.1,2020-09-01,Turkey
27.5,2020-10-01,Turkey
41.5,2020-11-01,Turkey
51.4,2020-12-01,Turkey
105.2,2021-01-01,Turkey
39.9,2021-02-01,Turkey
87.0,2021-03-01,Turkey
37.4,2021-04-01,Turkey
27.3,2021-05-01,Turkey
43.7,2021-06-01,Turkey
18.6,2021-07-01,Turkey
25.6,2021-08-01,Turkey
35.7,2021-09-01,Turkey
32.1,2021-10-01,Turkey
51.2,2021-11-01,Turkey
88.9,2021-12-01,Turkey
89.6,2022-01-01,Turkey
66.8,2022-02-01,Turkey
79.6,2022-03-01,Turkey
28.8,2022-04-01,Turkey
54.0,2022-05-01,Turkey
66.2,2022-06-01,Turkey
12.2,2022-07-01,Turkey
21.9,2022-08-01,Turkey
24.7,2022-09-01,Turkey
28.4,2022-10-01,Turkey
47.1,2022-11-01,Turkey
40.7,2022-12-01,Turkey
6.6,1979-01-01,Cambodia
8.7,1979-02-01,Cambodia
12.3,1979-03-01,Cambodia
124.3,1979-04-01,Cambodia
245.9,1979-05-01,Cambodia
375.5,1979-06-01,Cambodia
201.9,1979-07-01,Cambodia
316.1,1979-08-01,Cambodia
341.9,1979-09-01,Cambodia
97.3,1979-10-01,Cambodia
40.0,1979-11-01,Cambodia
12.8,1979-12-01,Cambodia
9.3,1980-01-01,Cambodia
11.0,1980-02-01,Cambodia
32.4,1980-03-01,Cambodia
86.8,1980-04-01,Cambodia
215.7,1980-05-01,Cambodia
305.1,1980-06-01,Cambodia
307.3,1980-07-01,Cambodia
314.2,1980-08-01,Cambodia
323.5,1980-09-01,Cambodia
233.5,1980-10-01,Cambodia
102.4,1980-11-01,Cambodia
14.2,1980-12-01,Cambodia
6.1,1981-01-01,Cambodia
35.9,1981-02-01,Cambodia
24.8,1981-03-01,Cambodia
72.9,1981-04-01,Cambodia
197.4,1981-05-01,Cambodia
285.6,1981-06-01,Cambodia
266.6,1981-07-01,Cambodia
288.4,1981-08-01,Cambodia
239.5,1981-09-01,Cambodia
209.2,1981-10-01,Cambodia
132.6,1981-11-01,Cambodia
10.9,1981-12-01,Cambodia
2.9,1982-01-01,Cambodia
14.3,1982-02-01,Cambodia
43.3,1982-03-01,Cambodia
71.4,1982-04-01,Cambodia
125.5,1982-05-01,Cambodia
293.6,1982-06-01,Cambodia
237.8,1982-07-01,Cambodia
287.2,1982-08-01,Cambodia
341.3,1982-09-01,Cambodia
211.8,1982-10-01,Cambodia
119.3,1982-11-01,Cambodia
21.5,1982-12-01,Cambodia
4.0,1983-01-01,Cambodia
4.5,1983-02-01,Cambodia
12.3,1983-03-01,Cambodia
32.0,1983-04-01,Cambodia
254.5,1983-05-01,Cambodia
236.8,1983-06-01,Cambodia
336.2,1983-07-01,Cambodia
332.4,1983-08-01,Cambodia
280.5,1983-09-01,Cambodia
393.3,1983-10-01,Cambodia
140.6,1983-11-01,Cambodia
32.9,1983-12-01,Cambodia
11.6,1984-01-01,Cambodia
6.7,1984-02-01,Cambodia
33.4,1984-03-01,Cambodia
120.4,1984-04-01,Cambodia
247.2,1984-05-01,Cambodia
229.2,1984-06-01,Cambodia
192.4,1984-07-01,Cambodia
414.5,1984-08-01,Cambodia
289.4,1984-09-01,Cambodia
283.9,1984-10-01,Cambodia
111.4,1984-11-01,Cambodia
25.3,1984-12-01,Cambodia
22.3,1985-01-01,Cambodia
14.5,1985-02-01,Cambodia
36.3,1985-03-01,Cambodia
137.8,1985-04-01,Cambodia
235.4,1985-05-01,Cambodia
192.5,1985-06-01,Cambodia
203.8,1985-07-01,Cambodia
335.5,1985-08-01,Cambodia
314.2,1985-09-01,Cambodia
255.7,1985-10-01,Cambodia
102.4,1985-11-01,Cambodia
11.5,1985-12-01,Cambodia
3.1,1986-01-01,Cambodia
3.4,1986-02-01,Cambodia
11.4,1986-03-01,Cambodia
83.6,1986-04-01,Cambodia
178.6,1986-05-01,Cambodia
226.0,1986-06-01,Cambodia
312.4,1986-07-01,Cambodia
331.2,1986-08-01,Cambodia
280.0,1986-09-01,Cambodia
307.2,1986-10-01,Cambodia
102.4,1986-11-01,Cambodia
36.7,1986-12-01,Cambodia
2.5,1987-01-01,Cambodia
9.0,1987-02-01,Cambodia
17.1,1987-03-01,Cambodia
61.5,1987-04-01,Cambodia
149.5,1987-05-01,Cambodia
265.2,1987-06-01,Cambodia
298.8,1987-07-01,Cambodia
238.1,1987-08-01,Cambodia
328.0,1987-09-01,Cambodia
192.2,1987-10-01,Cambodia
156.9,1987-11-01,Cambodia
10.9,1987-12-01,Cambodia
7.3,1988-01-01,Cambodia
32.5,1988-02-01,Cambodia
30.5,1988-03-01,Cambodia
105.4,1988-04-01,Cambodia
278.5,1988-05-01,Cambodia
277.0,1988-06-01,Cambodia
203.9,1988-07-01,Cambodia
294.1,1988-08-01,Cambodia
287.8,1988-09-01,Cambodia
425.4,1988-10-01,Cambodia
52.2,1988-11-01,Cambodia
10.9,1988-12-01,Cambodia
15.4,1989-01-01,Cambodia
6.9,1989-02-01,Cambodia
59.7,1989-03-01,Cambodia
66.8,1989-04-01,Cambodia
175.7,1989-05-01,Cambodia
184.8,1989-06-01,Cambodia
314.1,1989-07-01,Cambodia
271.1,1989-08-01,Cambodia
259.4,1989-09-01,Cambodia
264.2,1989-10-01,Cambodia
68.7,1989-11-01,Cambodia
26.7,1989-12-01,Cambodia
10.6,1990-01-01,Cambodia
18.2,1990-02-01,Cambodia
63.4,1990-03-01,Cambodia
60.6,1990-04-01,Cambodia
156.4,1990-05-01,Cambodia
243.1,1990-06-01,Cambodia
347.3,1990-07-01,Cambodia
270.9,1990-08-01,Cambodia
316.0,1990-09-01,Cambodia
295.0,1990-10-01,Cambodia
116.8,1990-11-01,Cambodia
11.3,1990-12-01,Cambodia
4.4,1991-01-01,Cambodia
17.1,1991-02-01,Cambodia
23.8,1991-03-01,Cambodia
67.3,1991-04-01,Cambodia
126.0,1991-05-01,Cambodia
228.7,1991-06-01,Cambodia
202.7,1991-07-01,Cambodia
351.8,1991-08-01,Cambodia
363.3,1991-09-01,Cambodia
262.0,1991-10-01,Cambodia
51.2,1991-11-01,Cambodia
18.7,1991-12-01,Cambodia
29.6,1992-01-01,Cambodia
19.7,1992-02-01,Cambodia
12.2,1992-03-01,Cambodia
36.0,1992-04-01,Cambodia
119.1,1992-05-01,Cambodia
236.9,1992-06-01,Cambodia
270.8,1992-07-01,Cambodia
365.4,1992-08-01,Cambodia
236.1,1992-09-01,Cambodia
194.7,1992-10-01,Cambodia
43.0,1992-11-01,Cambodia
52.5,1992-12-01,Cambodia
18.4,1993-01-01,Cambodia
5.6,1993-02-01,Cambodia
73.2,1993-03-01,Cambodia
62.7,1993-04-01,Cambodia
115.8,1993-05-01,Cambodia
208.1,1993-06-01,Cambodia
200.7,1993-07-01,Cambodia
308.6,1993-08-01,Cambodia
229.6,1993-09-01,Cambodia
166.9,1993-10-01,Cambodia
45.9,1993-11-01,Cambodia
41.8,1993-12-01,Cambodia
5.1,1994-01-01,Cambodia
17.1,1994-02-01,Cambodia
61.0,1994-03-01,Cambodia
53.9,1994-04-01,Cambodia
181.2,1994-05-01,Cambodia
307.1,1994-06-01,Cambodia
323.0,1994-07-01,Cambodia
395.2,1994-08-01,Cambodia
379.6,1994-09-01,Cambodia
175.9,1994-10-01,Cambodia
70.0,1994-11-01,Cambodia
34.1,1994-12-01,Cambodia
8.0,1995-01-01,Cambodia
9.5,1995-02-01,Cambodia
43.5,1995-03-01,Cambodia
76.7,1995-04-01,Cambodia
156.4,1995-05-01,Cambodia
234.1,1995-06-01,Cambodia
371.5,1995-07-01,Cambodia
251.1,1995-08-01,Cambodia
334.2,1995-09-01,Cambodia
252.4,1995-10-01,Cambodia
87.6,1995-11-01,Cambodia
30.1,1995-12-01,Cambodia
5.2,1996-01-01,Cambodia
15.9,1996-02-01,Cambodia
28.6,1996-03-01,Cambodia
124.0,1996-04-01,Cambodia
160.6,1996-05-01,Cambodia
227.7,1996-06-01,Cambodia
218.8,1996-07-01,Cambodia
304.1,1996-08-01,Cambodia
383.7,1996-09-01,Cambodia
216.0,1996-10-01,Cambodia
177.8,1996-11-01,Cambodia
14.4,1996-12-01,Cambodia
11.1,1997-01-01,Cambodia
27.9,1997-02-01,Cambodia
61.4,1997-03-01,Cambodia
97.0,1997-04-01,Cambodia
146.0,1997-05-01,Cambodia
222.8,1997-06-01,Cambodia
270.4,1997-07-01,Cambodia
254.3,1997-08-01,Cambodia
240.6,1997-09-01,Cambodia
230.6,1997-10-01,Cambodia
59.2,1997-11-01,Cambodia
25.2,1997-12-01,Cambodia
15.5,1998-01-01,Cambodia
30.9,1998-02-01,Cambodia
24.3,1998-03-01,Cambodia
63.7,1998-04-01,Cambodia
167.7,1998-05-01,Cambodia
242.2,1998-06-01,Cambodia
191.9,1998-07-01,Cambodia
367.5,1998-08-01,Cambodia
337.3,1998-09-01,Cambodia
173.3,1998-10-01,Cambodia
191.6,1998-11-01,Cambodia
36.2,1998-12-01,Cambodia
14.1,1999-01-01,Cambodia
14.9,1999-02-01,Cambodia
76.3,1999-03-01,Cambodia
110.4,1999-04-01,Cambodia
218.5,1999-05-01,Cambodia
283.7,1999-06-01,Cambodia
265.3,1999-07-01,Cambodia
247.3,1999-08-01,Cambodia
241.6,1999-09-01,Cambodia
279.4,1999-10-01,Cambodia
171.9,1999-11-01,Cambodia
29.5,1999-12-01,Cambodia
21.2,2000-01-01,Cambodia
27.1,2000-02-01,Cambodia
31.0,2000-03-01,Cambodia
144.6,2000-04-01,Cambodia
229.1,2000-05-01,Cambodia
292.0,2000-06-01,Cambodia
346.2,2000-07-01,Cambodia
357.5,2000-08-01,Cambodia
232.5,2000-09-01,Cambodia
264.2,2000-10-01,Cambodia
48.8,2000-11-01,Cambodia
22.4,2000-12-01,Cambodia
22.0,2001-01-01,Cambodia
9.3,2001-02-01,Cambodia
108.5,2001-03-01,Cambodia
62.0,2001-04-01,Cambodia
190.5,2001-05-01,Cambodia
215.1,2001-06-01,Cambodia
297.6,2001-07-01,Cambodia
300.5,2001-08-01,Cambodia
262.3,2001-09-01,Cambodia
282.9,2001-10-01,Cambodia
160.2,2001-11-01,Cambodia
24.1,2001-12-01,Cambodia
3.6,2002-01-01,Cambodia
14.5,2002-02-01,Cambodia
48.0,2002-03-01,Cambodia
86.0,2002-04-01,Cambodia
167.1,2002-05-01,Cambodia
242.3,2002-06-01,Cambodia
309.6,2002-07-01,Cambodia
310.1,2002-08-01,Cambodia
304.2,2002-09-01,Cambodia
173.4,2002-10-01,Cambodia
89.6,2002-11-01,Cambodia
94.1,2002-12-01,Cambodia
2.9,2003-01-01,Cambodia
25.8,2003-02-01,Cambodia
54.6,2003-03-01,Cambodia
84.2,2003-04-01,Cambodia
167.2,2003-05-01,Cambodia
224.6,2003-06-01,Cambodia
238.9,2003-07-01,Cambodia
388.4,2003-08-01,Cambodia
349.5,2003-09-01,Cambodia
188.9,2003-10-01,Cambodia
35.3,2003-11-01,Cambodia
10.9,2003-12-01,Cambodia
22.8,2004-01-01,Cambodia
29.3,2004-02-01,Cambodia
28.7,2004-03-01,Cambodia
67.1,2004-04-01,Cambodia
147.7,2004-05-01,Cambodia
303.3,2004-06-01,Cambodia
413.6,2004-07-01,Cambodia
264.5,2004-08-01,Cambodia
223.8,2004-09-01,Cambodia
134.1,2004-10-01,Cambodia
51.1,2004-11-01,Cambodia
10.9,2004-12-01,Cambodia
12.0,2005-01-01,Cambodia
6.4,2005-02-01,Cambodia
35.4,2005-03-01,Cambodia
80.0,2005-04-01,Cambodia
137.9,2005-05-01,Cambodia
225.5,2005-06-01,Cambodia
251.3,2005-07-01,Cambodia
298.6,2005-08-01,Cambodia
330.8,2005-09-01,Cambodia
145.1,2005-10-01,Cambodia
167.0,2005-11-01,Cambodia
57.9,2005-12-01,Cambodia
6.9,2006-01-01,Cambodia
24.2,2006-02-01,Cambodia
56.2,2006-03-01,Cambodia
121.4,2006-04-01,Cambodia
184.2,2006-05-01,Cambodia
222.2,2006-06-01,Cambodia
318.5,2006-07-01,Cambodia
