Precipitation,Date,Country
50.9,1983-11-01,Australia
52.2,1983-12-01,Australia
146.0,1984-01-01,Australia
83.2,1984-02-01,Australia
88.9,1984-03-01,Australia
29.5,1984-04-01,Australia
24.3,1984-05-01,Australia
15.0,1984-06-01,Australia
50.0,1984-07-01,Australia
22.1,1984-08-01,Australia
30.9,1984-09-01,Australia
26.6,1984-10-01,Australia
27.3,1984-11-01,Australia
62.2,1984-12-01,Australia
47.3,1985-01-01,Australia
74.1,1985-02-01,Australia
60.9,1985-03-01,Australia
38.8,1985-04-01,Australia
23.8,1985-05-01,Australia
26.6,1985-06-01,Australia
24.9,1985-07-01,Australia
26.6,1985-08-01,Australia
12.1,1985-09-01,Australia
34.6,1985-10-01,Australia
49.6,1985-11-01,Australia
49.0,1985-12-01,Australia
92.1,1986-01-01,Australia
56.9,1986-02-01,Australia
25.3,1986-03-01,Australia
25.1,1986-04-01,Australia
30.6,1986-05-01,Australia
34.9,1986-06-01,Australia
51.1,1986-07-01,Australia
25.0,1986-08-01,Australia
20.1,1986-09-01,Australia
41.9,1986-10-01,Australia
27.2,1986-11-01,Australia
34.2,1986-12-01,Australia
98.6,1987-01-01,Australia
108.5,1987-02-01,Australia
38.6,1987-03-01,Australia
23.5,1987-04-01,Australia
27.9,1987-05-01,Australia
34.3,1987-06-01,Australia
20.3,1987-07-01,Australia
20.0,1987-08-01,Australia
10.0,1987-09-01,Australia
21.0,1987-10-01,Australia
34.5,1987-11-01,Australia
82.6,1987-12-01,Australia
42.8,1988-01-01,Australia
60.5,1988-02-01,Australia
67.3,1988-03-01,Australia
48.6,1988-04-01,Australia
47.2,1988-05-01,Australia
24.8,1988-06-01,Australia
34.3,1988-07-01,Australia
24.1,1988-08-01,Australia
18.5,1988-09-01,Australia
11.9,1988-10-01,Australia
41.8,1988-11-01,Australia
102.3,1988-12-01,Australia
49.9,1989-01-01,Australia
52.9,1989-02-01,Australia
105.7,1989-03-01,Australia
72.3,1989-04-01,Australia
51.5,1989-05-01,Australia
40.8,1989-06-01,Australia
26.3,1989-07-01,Australia
13.8,1989-08-01,Australia
8.1,1989-09-01,Australia
24.2,1989-10-01,Australia
44.7,1989-11-01,Australia
45.1,1989-12-01,Australia
73.0,1990-01-01,Australia
49.9,1990-02-01,Australia
71.7,1990-03-01,Australia
60.6,1990-04-01,Australia
52.7,1990-05-01,Australia
26.7,1990-06-01,Australia
26.7,1990-07-01,Australia
22.6,1990-08-01,Australia
13.3,1990-09-01,Australia
18.3,1990-10-01,Australia
15.3,1990-11-01,Australia
52.1,1990-12-01,Australia
141.5,1991-01-01,Australia
137.0,1991-02-01,Australia
22.4,1991-03-01,Australia
19.4,1991-04-01,Australia
19.1,1991-05-01,Australia
40.2,1991-06-01,Australia
28.0,1991-07-01,Australia
15.0,1991-08-01,Australia
12.8,1991-09-01,Australia
9.4,1991-10-01,Australia
32.6,1991-11-01,Australia
46.6,1991-12-01,Australia
47.9,1992-01-01,Australia
99.6,1992-02-01,Australia
42.8,1992-03-01,Australia
44.1,1992-04-01,Australia
44.3,1992-05-01,Australia
25.6,1992-06-01,Australia
13.5,1992-07-01,Australia
31.9,1992-08-01,Australia
30.9,1992-09-01,Australia
31.3,1992-10-01,Australia
33.9,1992-11-01,Australia
63.1,1992-12-01,Australia
94.8,1993-01-01,Australia
113.0,1993-02-01,Australia
34.9,1993-03-01,Australia
12.7,1993-04-01,Australia
34.6,1993-05-01,Australia
29.0,1993-06-01,Australia
32.3,1993-07-01,Australia
22.3,1993-08-01,Australia
26.6,1993-09-01,Australia
31.2,1993-10-01,Australia
35.3,1993-11-01,Australia
70.2,1993-12-01,Australia
50.8,1994-01-01,Australia
112.4,1994-02-01,Australia
57.9,1994-03-01,Australia
14.0,1994-04-01,Australia
15.7,1994-05-01,Australia
20.8,1994-06-01,Australia
10.9,1994-07-01,Australia
11.1,1994-08-01,Australia
8.3,1994-09-01,Australia
15.9,1994-10-01,Australia
25.8,1994-11-01,Australia
50.5,1994-12-01,Australia
107.9,1995-01-01,Australia
107.2,1995-02-01,Australia
63.7,1995-03-01,Australia
32.8,1995-04-01,Australia
34.9,1995-05-01,Australia
31.1,1995-06-01,Australia
25.6,1995-07-01,Australia
12.2,1995-08-01,Australia
18.3,1995-09-01,Australia
30.8,1995-10-01,Australia
43.2,1995-11-01,Australia
60.3,1995-12-01,Australia
85.6,1996-01-01,Australia
53.6,1996-02-01,Australia
67.4,1996-03-01,Australia
44.5,1996-04-01,Australia
24.9,1996-05-01,Australia
32.2,1996-06-01,Australia
40.3,1996-07-01,Australia
25.3,1996-08-01,Australia
24.6,1996-09-01,Australia
28.8,1996-10-01,Australia
24.7,1996-11-01,Australia
75.8,1996-12-01,Australia
121.1,1997-01-01,Australia
123.6,1997-02-01,Australia
51.6,1997-03-01,Australia
14.8,1997-04-01,Australia
45.6,1997-05-01,Australia
16.7,1997-06-01,Australia
14.8,1997-07-01,Australia
20.4,1997-08-01,Australia
27.8,1997-09-01,Australia
24.5,1997-10-01,Australia
30.5,1997-11-01,Australia
76.8,1997-12-01,Australia
88.7,1998-01-01,Australia
80.2,1998-02-01,Australia
47.2,1998-03-01,Australia
54.4,1998-04-01,Australia
28.1,1998-05-01,Australia
40.5,1998-06-01,Australia
42.7,1998-07-01,Australia
29.1,1998-08-01,Australia
32.3,1998-09-01,Australia
33.2,1998-10-01,Australia
54.9,1998-11-01,Australia
69.7,1998-12-01,Australia
89.4,1999-01-01,Australia
109.9,1999-02-01,Australia
94.1,1999-03-01,Australia
42.3,1999-04-01,Australia
28.0,1999-05-01,Australia
23.6,1999-06-01,Australia
21.6,1999-07-01,Australia
17.5,1999-08-01,Australia
14.6,1999-09-01,Australia
41.0,1999-10-01,Australia
56.3,1999-11-01,Australia
85.7,1999-12-01,Australia
80.9,2000-01-01,Australia
154.8,2000-02-01,Australia
100.8,2000-03-01,Australia
73.5,2000-04-01,Australia
26.4,2000-05-01,Australia
19.9,2000-06-01,Australia
17.7,2000-07-01,Australia
20.0,2000-08-01,Australia
12.6,2000-09-01,Australia
46.7,2000-10-01,Australia
62.2,2000-11-01,Australia
81.6,2000-12-01,Australia
69.3,2001-01-01,Australia
119.3,2001-02-01,Australia
81.0,2001-03-01,Australia
21.5,2001-04-01,Australia
18.2,2001-05-01,Australia
26.5,2001-06-01,Australia
24.9,2001-07-01,Australia
16.5,2001-08-01,Australia
18.3,2001-09-01,Australia
38.3,2001-10-01,Australia
48.0,2001-11-01,Australia
53.0,2001-12-01,Australia
68.2,2002-01-01,Australia
114.5,2002-02-01,Australia
31.6,2002-03-01,Australia
17.3,2002-04-01,Australia
14.7,2002-05-01,Australia
21.0,2002-06-01,Australia
10.8,2002-07-01,Australia
14.6,2002-08-01,Australia
12.6,2002-09-01,Australia
9.7,2002-10-01,Australia
25.8,2002-11-01,Australia
39.7,2002-12-01,Australia
70.3,2003-01-01,Australia
127.8,2003-02-01,Australia
47.8,2003-03-01,Australia
31.1,2003-04-01,Australia
19.9,2003-05-01,Australia
24.9,2003-06-01,Australia
17.7,2003-07-01,Australia
29.8,2003-08-01,Australia
14.8,2003-09-01,Australia
23.3,2003-10-01,Australia
28.7,2003-11-01,Australia
68.2,2003-12-01,Australia
102.0,2004-01-01,Australia
115.7,2004-02-01,Australia
69.4,2004-03-01,Australia
28.5,2004-04-01,Australia
35.6,2004-05-01,Australia
23.5,2004-06-01,Australia
19.3,2004-07-01,Australia
18.6,2004-08-01,Australia
15.1,2004-09-01,Australia
19.2,2004-10-01,Australia
34.2,2004-11-01,Australia
59.5,2004-12-01,Australia
75.9,2005-01-01,Australia
47.5,2005-02-01,Australia
42.2,2005-03-01,Australia
15.2,2005-04-01,Australia
22.1,2005-05-01,Australia
45.4,2005-06-01,Australia
23.2,2005-07-01,Australia
22.1,2005-08-01,Australia
21.9,2005-09-01,Australia
38.6,2005-10-01,Australia
38.9,2005-11-01,Australia
55.8,2005-12-01,Australia
125.8,2006-01-01,Australia
60.9,2006-02-01,Australia
94.5,2006-03-01,Australia
61.4,2006-04-01,Australia
14.0,2006-05-01,Australia
18.0,2006-06-01,Australia
27.4,2006-07-01,Australia
9.3,2006-08-01,Australia
15.0,2006-09-01,Australia
8.8,2006-10-01,Australia
20.4,2006-11-01,Australia
43.0,2006-12-01,Australia
108.4,2007-01-01,Australia
66.3,2007-02-01,Australia
84.0,2007-03-01,Australia
21.5,2007-04-01,Australia
25.3,2007-05-01,Australia
34.0,2007-06-01,Australia
15.8,2007-07-01,Australia
15.7,2007-08-01,Australia
10.7,2007-09-01,Australia
20.9,2007-10-01,Australia
37.2,2007-11-01,Australia
72.5,2007-12-01,Australia
79.5,2008-01-01,Australia
128.1,2008-02-01,Australia
44.1,2008-03-01,Australia
18.2,2008-04-01,Australia
12.3,2008-05-01,Australia
25.7,2008-06-01,Australia
27.2,2008-07-01,Australia
14.1,2008-08-01,Australia
20.3,2008-09-01,Australia
17.1,2008-10-01,Australia
56.6,2008-11-01,Australia
73.3,2008-12-01,Australia
141.6,2009-01-01,Australia
111.2,2009-02-01,Australia
34.1,2009-03-01,Australia
30.6,2009-04-01,Australia
20.6,2009-05-01,Australia
28.8,2009-06-01,Australia
18.1,2009-07-01,Australia
14.2,2009-08-01,Australia
17.7,2009-09-01,Australia
16.3,2009-10-01,Australia
31.2,2009-11-01,Australia
66.2,2009-12-01,Australia
111.5,2010-01-01,Australia
118.6,2010-02-01,Australia
67.7,2010-03-01,Australia
43.4,2010-04-01,Australia
33.1,2010-05-01,Australia
17.5,2010-06-01,Australia
27.1,2010-07-01,Australia
29.9,2010-08-01,Australia
37.0,2010-09-01,Australia
48.3,2010-10-01,Australia
58.7,2010-11-01,Australia
102.2,2010-12-01,Australia
109.5,2011-01-01,Australia
107.3,2011-02-01,Australia
108.6,2011-03-01,Australia
35.1,2011-04-01,Australia
22.7,2011-05-01,Australia
23.9,2011-06-01,Australia
23.6,2011-07-01,Australia
20.0,2011-08-01,Australia
14.9,2011-09-01,Australia
31.2,2011-10-01,Australia
44.6,2011-11-01,Australia
65.9,2011-12-01,Australia
103.4,2012-01-01,Australia
88.6,2012-02-01,Australia
100.5,2012-03-01,Australia
28.8,2012-04-01,Australia
25.1,2012-05-01,Australia
32.5,2012-06-01,Australia
21.0,2012-07-01,Australia
12.7,2012-08-01,Australia
13.3,2012-09-01,Australia
15.3,2012-10-01,Australia
30.3,2012-11-01,Australia
48.0,2012-12-01,Australia
80.8,2013-01-01,Australia
80.0,2013-02-01,Australia
72.6,2013-03-01,Australia
27.5,2013-04-01,Australia
36.2,2013-05-01,Australia
31.5,2013-06-01,Australia
24.2,2013-07-01,Australia
14.0,2013-08-01,Australia
18.5,2013-09-01,Australia
17.4,2013-10-01,Australia
46.4,2013-11-01,Australia
48.2,2013-12-01,Australia
91.9,2014-01-01,Australia
96.2,2014-02-01,Australia
61.8,2014-03-01,Australia
48.1,2014-04-01,Australia
26.4,2014-05-01,Australia
22.6,2014-06-01,Australia
19.4,2014-07-01,Australia
22.0,2014-08-01,Australia
13.7,2014-09-01,Australia
15.3,2014-10-01,Australia
31.0,2014-11-01,Australia
56.5,2014-12-01,Australia
109.5,2015-01-01,Australia
74.3,2015-02-01,Australia
54.1,2015-03-01,Australia
35.1,2015-04-01,Australia
29.1,2015-05-01,Australia
23.7,2015-06-01,Australia
20.0,2015-07-01,Australia
21.2,2015-08-01,Australia
11.6,2015-09-01,Australia
15.1,2015-10-01,Australia
38.7,2015-11-01,Australia
56.6,2015-12-01,Australia
86.0,2016-01-01,Australia
65.0,2016-02-01,Australia
77.0,2016-03-01,Australia
24.1,2016-04-01,Australia
35.3,2016-05-01,Australia
47.2,2016-06-01,Australia
34.2,2016-07-01,Australia
23.6,2016-08-01,Australia
29.2,2016-09-01,Australia
26.4,2016-10-01,Australia
30.9,2016-11-01,Australia
63.0,2016-12-01,Australia
103.9,2017-01-01,Australia
87.4,2017-02-01,Australia
82.1,2017-03-01,Australia
34.5,2017-04-01,Australia
23.8,2017-05-01,Australia
16.0,2017-06-01,Australia
16.9,2017-07-01,Australia
17.7,2017-08-01,Australia
13.6,2017-09-01,Australia
31.5,2017-10-01,Australia
36.4,2017-11-01,Australia
53.5,2017-12-01,Australia
96.9,2018-01-01,Australia
90.8,2018-02-01,Australia
70.7,2018-03-01,Australia
24.0,2018-04-01,Australia
19.4,2018-05-01,Australia
25.0,2018-06-01,Australia
17.6,2018-07-01,Australia
19.5,2018-08-01,Australia
12.6,2018-09-01,Australia
25.3,2018-10-01,Australia
36.9,2018-11-01,Australia
57.6,2018-12-01,Australia
77.4,2019-01-01,Australia
73.5,2019-02-01,Australia
62.7,2019-03-01,Australia
29.4,2019-04-01,Australia
24.3,2019-05-01,Australia
25.3,2019-06-01,Australia
16.4,2019-07-01,Australia
16.8,2019-08-01,Australia
11.2,2019-09-01,Australia
17.8,2019-10-01,Australia
23.1,2019-11-01,Australia
39.4,2019-12-01,Australia
93.3,2020-01-01,Australia
100.4,2020-02-01,Australia
66.6,2020-03-01,Australia
34.3,2020-04-01,Australia
26.4,2020-05-01,Australia
21.1,2020-06-01,Australia
22.9,2020-07-01,Australia
24.3,2020-08-01,Australia
18.4,2020-09-01,Australia
28.5,2020-10-01,Australia
30.6,2020-11-01,Australia
63.0,2020-12-01,Australia
87.4,2021-01-01,Australia
89.5,2021-02-01,Australia
84.0,2021-03-01,Australia
26.5,2021-04-01,Australia
26.4,2021-05-01,Australia
29.2,2021-06-01,Australia
25.6,2021-07-01,Australia
17.2,2021-08-01,Australia
15.9,2021-09-01,Australia
30.2,2021-10-01,Australia
60.1,2021-11-01,Australia
51.0,2021-12-01,Australia
97.6,2022-01-01,Australia
87.0,2022-02-01,Australia
62.8,2022-03-01,Australia
40.4,2022-04-01,Australia
40.3,2022-05-01,Australia
21.3,2022-06-01,Australia
24.3,2022-07-01,Australia
25.0,2022-08-01,Australia
25.8,2022-09-01,Australia
48.8,2022-10-01,Australia
47.5,2022-11-01,Australia
59.5,2022-12-01,Australia
107.7,1979-01-01,Singapore
130.4,1979-02-01,Singapore
154.3,1979-03-01,Singapore
341.3,1979-04-01,Singapore
165.5,1979-05-01,Singapore
186.5,1979-06-01,Singapore
233.2,1979-07-01,Singapore
160.0,1979-08-01,Singapore
219.8,1979-09-01,Singapore
269.8,1979-10-01,Singapore
362.7,1979-11-01,Singapore
122.6,1979-12-01,Singapore
356.3,1980-01-01,Singapore
131.4,1980-02-01,Singapore
112.2,1980-03-01,Singapore
240.6,1980-04-01,Singapore
239.4,1980-05-01,Singapore
163.0,1980-06-01,Singapore
166.7,1980-07-01,Singapore
291.3,1980-08-01,Singapore
221.4,1980-09-01,Singapore
379.6,1980-10-01,Singapore
310.0,1980-11-01,Singapore
245.8,1980-12-01,Singapore
56.2,1981-01-01,Singapore
158.3,1981-02-01,Singapore
121.4,1981-03-01,Singapore
217.5,1981-04-01,Singapore
209.7,1981-05-01,Singapore
71.5,1981-06-01,Singapore
175.3,1981-07-01,Singapore
65.1,1981-08-01,Singapore
171.0,1981-09-01,Singapore
137.3,1981-10-01,Singapore
126.1,1981-11-01,Singapore
380.4,1981-12-01,Singapore
113.2,1982-01-01,Singapore
70.1,1982-02-01,Singapore
212.8,1982-03-01,Singapore
254.8,1982-04-01,Singapore
185.2,1982-05-01,Singapore
99.1,1982-06-01,Singapore
120.0,1982-07-01,Singapore
250.5,1982-08-01,Singapore
70.3,1982-09-01,Singapore
106.4,1982-10-01,Singapore
263.6,1982-11-01,Singapore
469.5,1982-12-01,Singapore
236.2,1983-01-01,Singapore
30.2,1983-02-01,Singapore
44.8,1983-03-01,Singapore
68.5,1983-04-01,Singapore
231.8,1983-05-01,Singapore
126.4,1983-06-01,Singapore
227.6,1983-07-01,Singapore
226.1,1983-08-01,Singapore
210.5,1983-09-01,Singapore
201.7,1983-10-01,Singapore
242.1,1983-11-01,Singapore
388.0,1983-12-01,Singapore
396.3,1984-01-01,Singapore
419.8,1984-02-01,Singapore
380.2,1984-03-01,Singapore
229.4,1984-04-01,Singapore
265.7,1984-05-01,Singapore
245.4,1984-06-01,Singapore
142.7,1984-07-01,Singapore
181.4,1984-08-01,Singapore
212.4,1984-09-01,Singapore
215.9,1984-10-01,Singapore
235.7,1984-11-01,Singapore
312.9,1984-12-01,Singapore
212.9,1985-01-01,Singapore
234.9,1985-02-01,Singapore
265.9,1985-03-01,Singapore
187.0,1985-04-01,Singapore
192.9,1985-05-01,Singapore
78.8,1985-06-01,Singapore
200.0,1985-07-01,Singapore
141.7,1985-08-01,Singapore
237.1,1985-09-01,Singapore
282.7,1985-10-01,Singapore
266.9,1985-11-01,Singapore
252.1,1985-12-01,Singapore
365.3,1986-01-01,Singapore
36.0,1986-02-01,Singapore
337.3,1986-03-01,Singapore
310.8,1986-04-01,Singapore
202.5,1986-05-01,Singapore
177.9,1986-06-01,Singapore
160.3,1986-07-01,Singapore
99.7,1986-08-01,Singapore
266.5,1986-09-01,Singapore
256.2,1986-10-01,Singapore
187.3,1986-11-01,Singapore
279.7,1986-12-01,Singapore
657.6,1987-01-01,Singapore
47.3,1987-02-01,Singapore
184.5,1987-03-01,Singapore
215.7,1987-04-01,Singapore
193.4,1987-05-01,Singapore
159.9,1987-06-01,Singapore
119.9,1987-07-01,Singapore
292.1,1987-08-01,Singapore
249.1,1987-09-01,Singapore
165.5,1987-10-01,Singapore
365.4,1987-11-01,Singapore
170.5,1987-12-01,Singapore
218.4,1988-01-01,Singapore
221.9,1988-02-01,Singapore
299.7,1988-03-01,Singapore
250.9,1988-04-01,Singapore
241.4,1988-05-01,Singapore
206.7,1988-06-01,Singapore
208.5,1988-07-01,Singapore
246.4,1988-08-01,Singapore
295.3,1988-09-01,Singapore
139.6,1988-10-01,Singapore
308.2,1988-11-01,Singapore
156.2,1988-12-01,Singapore
196.7,1989-01-01,Singapore
93.2,1989-02-01,Singapore
223.1,1989-03-01,Singapore
257.8,1989-04-01,Singapore
190.6,1989-05-01,Singapore
179.8,1989-06-01,Singapore
197.5,1989-07-01,Singapore
208.5,1989-08-01,Singapore
226.8,1989-09-01,Singapore
266.6,1989-10-01,Singapore
300.2,1989-11-01,Singapore
277.4,1989-12-01,Singapore
155.0,1990-01-01,Singapore
134.7,1990-02-01,Singapore
91.9,1990-03-01,Singapore
156.0,1990-04-01,Singapore
153.4,1990-05-01,Singapore
125.9,1990-06-01,Singapore
192.8,1990-07-01,Singapore
151.8,1990-08-01,Singapore
194.7,1990-09-01,Singapore
224.9,1990-10-01,Singapore
201.1,1990-11-01,Singapore
337.2,1990-12-01,Singapore
223.7,1991-01-01,Singapore
101.1,1991-02-01,Singapore
237.9,1991-03-01,Singapore
186.2,1991-04-01,Singapore
235.7,1991-05-01,Singapore
102.3,1991-06-01,Singapore
104.2,1991-07-01,Singapore
197.3,1991-08-01,Singapore
146.6,1991-09-01,Singapore
138.8,1991-10-01,Singapore
300.6,1991-11-01,Singapore
685.0,1991-12-01,Singapore
184.3,1992-01-01,Singapore
136.3,1992-02-01,Singapore
169.5,1992-03-01,Singapore
166.4,1992-04-01,Singapore
220.1,1992-05-01,Singapore
133.8,1992-06-01,Singapore
246.5,1992-07-01,Singapore
160.2,1992-08-01,Singapore
133.5,1992-09-01,Singapore
189.9,1992-10-01,Singapore
378.4,1992-11-01,Singapore
532.2,1992-12-01,Singapore
280.1,1993-01-01,Singapore
75.5,1993-02-01,Singapore
267.3,1993-03-01,Singapore
280.3,1993-04-01,Singapore
230.7,1993-05-01,Singapore
177.1,1993-06-01,Singapore
190.4,1993-07-01,Singapore
204.6,1993-08-01,Singapore
144.7,1993-09-01,Singapore
316.5,1993-10-01,Singapore
309.8,1993-11-01,Singapore
390.3,1993-12-01,Singapore
140.6,1994-01-01,Singapore
148.5,1994-02-01,Singapore
416.2,1994-03-01,Singapore
207.3,1994-04-01,Singapore
287.0,1994-05-01,Singapore
201.5,1994-06-01,Singapore
93.2,1994-07-01,Singapore
150.1,1994-08-01,Singapore
101.9,1994-09-01,Singapore
134.8,1994-10-01,Singapore
387.2,1994-11-01,Singapore
323.4,1994-12-01,Singapore
460.2,1995-01-01,Singapore
337.6,1995-02-01,Singapore
132.9,1995-03-01,Singapore
271.1,1995-04-01,Singapore
171.3,1995-05-01,Singapore
209.0,1995-06-01,Singapore
203.2,1995-07-01,Singapore
279.8,1995-08-01,Singapore
230.8,1995-09-01,Singapore
252.4,1995-10-01,Singapore
334.3,1995-11-01,Singapore
295.4,1995-12-01,Singapore
254.6,1996-01-01,Singapore
214.6,1996-02-01,Singapore
114.7,1996-03-01,Singapore
260.7,1996-04-01,Singapore
166.6,1996-05-01,Singapore
245.7,1996-06-01,Singapore
180.2,1996-07-01,Singapore
353.7,1996-08-01,Singapore
262.3,1996-09-01,Singapore
310.7,1996-10-01,Singapore
208.4,1996-11-01,Singapore
272.9,1996-12-01,Singapore
68.5,1997-01-01,Singapore
154.4,1997-02-01,Singapore
86.1,1997-03-01,Singapore
277.8,1997-04-01,Singapore
95.7,1997-05-01,Singapore
126.3,1997-06-01,Singapore
91.7,1997-07-01,Singapore
125.9,1997-08-01,Singapore
51.6,1997-09-01,Singapore
149.4,1997-10-01,Singapore
180.6,1997-11-01,Singapore
430.1,1997-12-01,Singapore
264.3,1998-01-01,Singapore
58.5,1998-02-01,Singapore
99.7,1998-03-01,Singapore
145.6,1998-04-01,Singapore
199.1,1998-05-01,Singapore
158.8,1998-06-01,Singapore
237.6,1998-07-01,Singapore
315.2,1998-08-01,Singapore
152.0,1998-09-01,Singapore
188.2,1998-10-01,Singapore
144.3,1998-11-01,Singapore
484.8,1998-12-01,Singapore
282.1,1999-01-01,Singapore
104.9,1999-02-01,Singapore
287.4,1999-03-01,Singapore
206.7,1999-04-01,Singapore
217.5,1999-05-01,Singapore
144.0,1999-06-01,Singapore
206.9,1999-07-01,Singapore
227.8,1999-08-01,Singapore
168.4,1999-09-01,Singapore
279.7,1999-10-01,Singapore
233.9,1999-11-01,Singapore
299.8,1999-12-01,Singapore
398.3,2000-01-01,Singapore
263.8,2000-02-01,Singapore
275.2,2000-03-01,Singapore
317.4,2000-04-01,Singapore
140.4,2000-05-01,Singapore
222.3,2000-06-01,Singapore
163.5,2000-07-01,Singapore
203.4,2000-08-01,Singapore
130.3,2000-09-01,Singapore
162.1,2000-10-01,Singapore
264.3,2000-11-01,Singapore
391.1,2000-12-01,Singapore
510.9,2001-01-01,Singapore
138.6,2001-02-01,Singapore
267.0,2001-03-01,Singapore
222.1,2001-04-01,Singapore
183.2,2001-05-01,Singapore
156.5,2001-06-01,Singapore
122.9,2001-07-01,Singapore
199.2,2001-08-01,Singapore
173.2,2001-09-01,Singapore
285.5,2001-10-01,Singapore
182.3,2001-11-01,Singapore
456.3,2001-12-01,Singapore
192.3,2002-01-01,Singapore
83.6,2002-02-01,Singapore
139.2,2002-03-01,Singapore
195.4,2002-04-01,Singapore
216.0,2002-05-01,Singapore
93.0,2002-06-01,Singapore
168.9,2002-07-01,Singapore
219.9,2002-08-01,Singapore
200.1,2002-09-01,Singapore
115.7,2002-10-01,Singapore
287.7,2002-11-01,Singapore
351.8,2002-12-01,Singapore
506.1,2003-01-01,Singapore
195.2,2003-02-01,Singapore
235.7,2003-03-01,Singapore
225.5,2003-04-01,Singapore
111.8,2003-05-01,Singapore
110.1,2003-06-01,Singapore
227.4,2003-07-01,Singapore
214.7,2003-08-01,Singapore
195.0,2003-09-01,Singapore
329.1,2003-10-01,Singapore
243.5,2003-11-01,Singapore
367.5,2003-12-01,Singapore
346.2,2004-01-01,Singapore
73.8,2004-02-01,Singapore
321.8,2004-03-01,Singapore
144.3,2004-04-01,Singapore
180.8,2004-05-01,Singapore
135.0,2004-06-01,Singapore
233.3,2004-07-01,Singapore
161.5,2004-08-01,Singapore
162.6,2004-09-01,Singapore
301.9,2004-10-01,Singapore
237.5,2004-11-01,Singapore
314.5,2004-12-01,Singapore
183.4,2005-01-01,Singapore
69.9,2005-02-01,Singapore
183.2,2005-03-01,Singapore
191.3,2005-04-01,Singapore
276.2,2005-05-01,Singapore
116.6,2005-06-01,Singapore
186.0,2005-07-01,Singapore
191.9,2005-08-01,Singapore
172.4,2005-09-01,Singapore
258.5,2005-10-01,Singapore
293.6,2005-11-01,Singapore
282.8,2005-12-01,Singapore
359.6,2006-01-01,Singapore
212.5,2006-02-01,Singapore
132.8,2006-03-01,Singapore
235.6,2006-04-01,Singapore
205.5,2006-05-01,Singapore
212.5,2006-06-01,Singapore
150.5,2006-07-01,Singapore
217.5,2006-08-01,Singapore
155.3,2006-09-01,Singapore
156.2,2006-10-01,Singapore
223.1,2006-11-01,Singapore
678.0,2006-12-01,Singapore
531.3,2007-01-01,Singapore
130.2,2007-02-01,Singapore
220.5,2007-03-01,Singapore
236.7,2007-04-01,Singapore
234.4,2007-05-01,Singapore
179.7,2007-06-01,Singapore
196.5,2007-07-01,Singapore
252.6,2007-08-01,Singapore
161.1,2007-09-01,Singapore
273.2,2007-10-01,Singapore
228.1,2007-11-01,Singapore
464.1,2007-12-01,Singapore
295.1,2008-01-01,Singapore
263.6,2008-02-01,Singapore
391.5,2008-03-01,Singapore
254.3,2008-04-01,Singapore
137.1,2008-05-01,Singapore
189.1,2008-06-01,Singapore
176.2,2008-07-01,Singapore
331.3,2008-08-01,Singapore
198.7,2008-09-01,Singapore
224.9,2008-10-01,Singapore
282.9,2008-11-01,Singapore
347.0,2008-12-01,Singapore
195.8,2009-01-01,Singapore
167.5,2009-02-01,Singapore
341.9,2009-03-01,Singapore
214.8,2009-04-01,Singapore
175.7,2009-05-01,Singapore
102.2,2009-06-01,Singapore
152.7,2009-07-01,Singapore
233.4,2009-08-01,Singapore
197.2,2009-09-01,Singapore
194.1,2009-10-01,Singapore
263.6,2009-11-01,Singapore
446.1,2009-12-01,Singapore
170.3,2010-01-01,Singapore
99.1,2010-02-01,Singapore
253.3,2010-03-01,Singapore
230.7,2010-04-01,Singapore
220.0,2010-05-01,Singapore
273.3,2010-06-01,Singapore
262.8,2010-07-01,Singapore
265.1,2010-08-01,Singapore
219.7,2010-09-01,Singapore
147.2,2010-10-01,Singapore
316.8,2010-11-01,Singapore
320.0,2010-12-01,Singapore
562.8,2011-01-01,Singapore
59.0,2011-02-01,Singapore
327.3,2011-03-01,Singapore
243.1,2011-04-01,Singapore
196.4,2011-05-01,Singapore
163.8,2011-06-01,Singapore
93.2,2011-07-01,Singapore
172.8,2011-08-01,Singapore
189.1,2011-09-01,Singapore
275.3,2011-10-01,Singapore
337.8,2011-11-01,Singapore
410.6,2011-12-01,Singapore
281.3,2012-01-01,Singapore
209.5,2012-02-01,Singapore
275.7,2012-03-01,Singapore
270.7,2012-04-01,Singapore
273.4,2012-05-01,Singapore
94.9,2012-06-01,Singapore
152.9,2012-07-01,Singapore
185.6,2012-08-01,Singapore
164.2,2012-09-01,Singapore
220.2,2012-10-01,Singapore
290.1,2012-11-01,Singapore
451.5,2012-12-01,Singapore
272.2,2013-01-01,Singapore
381.9,2013-02-01,Singapore
114.2,2013-03-01,Singapore
238.3,2013-04-01,Singapore
187.4,2013-05-01,Singapore
108.0,2013-06-01,Singapore
195.0,2013-07-01,Singapore
194.7,2013-08-01,Singapore
250.0,2013-09-01,Singapore
244.0,2013-10-01,Singapore
339.7,2013-11-01,Singapore
454.5,2013-12-01,Singapore
157.2,2014-01-01,Singapore
6.1,2014-02-01,Singapore
106.5,2014-03-01,Singapore
164.3,2014-04-01,Singapore
270.4,2014-05-01,Singapore
129.9,2014-06-01,Singapore
180.1,2014-07-01,Singapore
274.4,2014-08-01,Singapore
146.7,2014-09-01,Singapore
203.8,2014-10-01,Singapore
235.3,2014-11-01,Singapore
452.7,2014-12-01,Singapore
183.7,2015-01-01,Singapore
