Country,Date,New Cases,New Deaths
Korea (ROK),2021-06-01,16925.0,58.0
Korea (ROK),2021-07-01,42061.0,77.0
Korea (ROK),2021-08-01,53657.0,194.0
Korea (ROK),2021-09-01,60332.0,205.0
Korea (ROK),2021-10-01,52613.0,362.0
Korea (ROK),2021-11-01,85961.0,799.0
Korea (ROK),2021-12-01,182904.0,1967.0
Korea (ROK),2022-01-01,228790.0,1147.0
Korea (ROK),2022-02-01,2409405.0,1398.0
Korea (ROK),2022-03-01,10102373.0,8420.0
Korea (ROK),2022-04-01,3899831.0,6285.0
Korea (ROK),2022-05-01,843766.0,1322.0
Korea (ROK),2022-06-01,249442.0,358.0
Korea (ROK),2022-07-01,1407193.0,513.0
Korea (ROK),2022-08-01,3470274.0,1808.0
Korea (ROK),2022-09-01,1522777.0,1569.0
Korea (ROK),2022-10-01,788208.0,785.0
Korea (ROK),2022-11-01,1541425.0,1391.0
Korea (ROK),2022-12-01,1960539.0,1651.0
Korea (ROK),2023-01-01,1117373.0,1250.0
Korea (ROK),2023-02-01,337075.0,481.0
Korea (ROK),2023-03-01,306409.0,278.0
Korea (ROK),2023-04-01,350756.0,206.0
Korea (ROK),2023-05-01,532625.0,267.0
Korea (ROK),2023-06-01,428095.0,263.0
Korea (ROK),2023-07-01,124548.0,54.0
Singapore,2020-01-01,13.0,0.0
Singapore,2020-02-01,85.0,0.0
Singapore,2020-03-01,781.0,3.0
Singapore,2020-04-01,14762.0,11.0
Singapore,2020-05-01,18725.0,9.0
Singapore,2020-06-01,9295.0,3.0
Singapore,2020-07-01,8148.0,1.0
Singapore,2020-08-01,4962.0,0.0
Singapore,2020-09-01,971.0,0.0
Singapore,2020-10-01,261.0,1.0
Singapore,2020-11-01,210.0,1.0
Singapore,2020-12-01,356.0,0.0
Singapore,2021-01-01,967.0,0.0
Singapore,2021-02-01,400.0,0.0
Singapore,2021-03-01,445.0,0.0
Singapore,2021-04-01,764.0,30.0
Singapore,2021-05-01,906.0,3.0
Singapore,2021-06-01,528.0,3.0
Singapore,2021-07-01,2402.0,1.0
Singapore,2021-08-01,2639.0,18.0
Singapore,2021-09-01,28901.0,40.0
Singapore,2021-10-01,101853.0,312.0
Singapore,2021-11-01,66351.0,311.0
Singapore,2021-12-01,14680.0,110.0
Singapore,2022-01-01,73406.0,27.0
Singapore,2022-02-01,371613.0,164.0
Singapore,2022-03-01,372004.0,249.0
Singapore,2022-04-01,98963.0,67.0
Singapore,2022-05-01,107903.0,54.0
Singapore,2022-06-01,140774.0,24.0
Singapore,2022-07-01,264882.0,87.0
Singapore,2022-08-01,128140.0,92.0
Singapore,2022-09-01,67012.0,25.0
Singapore,2022-10-01,195658.0,63.0
Singapore,2022-11-01,66767.0,23.0
Singapore,2022-12-01,34852.0,8.0
Singapore,2023-01-01,15079.0,11.0
Singapore,2023-02-01,13868.0,0.0
Singapore,2023-03-01,39709.0,0.0
Singapore,2023-04-01,98318.0,12.0
Singapore,2023-05-01,105955.0,54.0
Singapore,2023-06-01,32562.0,53.0
Singapore,2023-07-01,0.0,0.0
Thailand,2020-01-01,23.0,0.0
Thailand,2020-02-01,19.0,0.0
Thailand,2020-03-01,1609.0,10.0
Thailand,2020-04-01,1303.0,44.0
Thailand,2020-05-01,127.0,3.0
Thailand,2020-06-01,90.0,1.0
Thailand,2020-07-01,139.0,0.0
Thailand,2020-08-01,102.0,0.0
Thailand,2020-09-01,152.0,1.0
Thailand,2020-10-01,216.0,0.0
Thailand,2020-11-01,218.0,1.0
Thailand,2020-12-01,2886.0,1.0
Thailand,2021-01-01,11898.0,16.0
Thailand,2021-02-01,7169.0,6.0
Thailand,2021-03-01,2912.0,11.0
Thailand,2021-04-01,36290.0,109.0
Thailand,2021-05-01,94639.0,828.0
Thailand,2021-06-01,99509.0,992.0
Thailand,2021-07-01,337986.0,2834.0
Thailand,2021-08-01,607442.0,6732.0
Thailand,2021-09-01,398746.0,5138.0
Thailand,2021-10-01,308549.0,2478.0
Thailand,2021-11-01,203848.0,1566.0
Thailand,2021-12-01,107563.0,927.0
Thailand,2022-01-01,217107.0,475.0
Thailand,2022-02-01,451385.0,760.0
Thailand,2022-03-01,736420.0,2197.0
Thailand,2022-04-01,622602.0,3396.0
Thailand,2022-05-01,199508.0,1493.0
Thailand,2022-06-01,72458.0,629.0
Thailand,2022-07-01,67261.0,737.0
Thailand,2022-08-01,60743.0,918.0
Thailand,2022-09-01,30390.0,461.0
Thailand,2022-10-01,11139.0,191.0
Thailand,2022-11-01,14796.0,225.0
Thailand,2022-12-01,16675.0,489.0
Thailand,2023-01-01,3065.0,196.0
Thailand,2023-02-01,1051.0,46.0
Thailand,2023-03-01,597.0,24.0
Thailand,2023-04-01,3669.0,22.0
Thailand,2023-05-01,9657.0,138.0
Thailand,2023-06-01,9605.0,233.0
Thailand,2023-07-01,859.0,43.0
Turkey,2020-01-01,0.0,0.0
Turkey,2020-02-01,0.0,0.0
Turkey,2020-03-01,10827.0,168.0
Turkey,2020-04-01,106762.0,2913.0
Turkey,2020-05-01,45514.0,1434.0
Turkey,2020-06-01,35510.0,600.0
Turkey,2020-07-01,51468.0,559.0
Turkey,2020-08-01,247285.0,652.0
Turkey,2020-09-01,250626.0,1804.0
Turkey,2020-10-01,264512.0,2047.0
Turkey,2020-11-01,387925.0,3381.0
Turkey,2020-12-01,793843.0,7084.0
Turkey,2021-01-01,276629.0,5223.0
Turkey,2021-02-01,222263.0,2638.0
Turkey,2021-03-01,584716.0,2882.0
Turkey,2021-04-01,1510820.0,8352.0
Turkey,2021-05-01,454211.0,7668.0
Turkey,2021-06-01,177245.0,2282.0
Turkey,2021-07-01,284557.0,1542.0
Turkey,2021-08-01,661725.0,5029.0
Turkey,2021-09-01,758528.0,7398.0
Turkey,2021-10-01,884074.0,6596.0
Turkey,2021-11-01,761332.0,6239.0
Turkey,2021-12-01,671392.0,5613.0
Turkey,2022-01-01,2084857.0,4986.0
Turkey,2022-02-01,2498560.0,6981.0
Turkey,2022-03-01,821043.0,3898.0
Turkey,2022-04-01,184097.0,822.0
Turkey,2022-05-01,39679.0,195.0
Turkey,2022-06-01,52466.0,69.0
Turkey,2022-07-01,1172485.0,648.0
Turkey,2022-08-01,501935.0,1156.0
Turkey,2022-09-01,98772.0,341.0
Turkey,2022-10-01,80212.0,154.0
Turkey,2022-11-01,28807.0,65.0
Turkey,2022-12-01,0.0,0.0
Turkey,2023-01-01,0.0,0.0
Turkey,2023-02-01,0.0,0.0
Turkey,2023-03-01,0.0,0.0
Turkey,2023-04-01,0.0,0.0
Turkey,2023-05-01,0.0,0.0
Turkey,2023-06-01,0.0,0.0
Turkey,2023-07-01,0.0,0.0
USA,2020-01-01,8.0,0.0
USA,2020-02-01,61.0,1.0
USA,2020-03-01,173074.0,3326.0
USA,2020-04-01,857163.0,57134.0
USA,2020-05-01,755116.0,44864.0
USA,2020-06-01,821191.0,22925.0
USA,2020-07-01,1884228.0,28717.0
USA,2020-08-01,1524538.0,31831.0
USA,2020-09-01,1201705.0,21361.0
USA,2020-10-01,1815557.0,23448.0
USA,2020-11-01,4374916.0,41105.0
USA,2020-12-01,6170028.0,77292.0
USA,2021-01-01,6285448.0,100119.0
USA,2021-02-01,2467058.0,67730.0
USA,2021-03-01,1776581.0,33397.0
USA,2021-04-01,1832202.0,20768.0
USA,2021-05-01,981676.0,17442.0
USA,2021-06-01,385721.0,9459.0
USA,2021-07-01,1373312.0,9045.0
USA,2021-08-01,4114589.0,31496.0
USA,2021-09-01,4185050.0,54691.0
USA,2021-10-01,2660463.0,48578.0
USA,2021-11-01,2444998.0,31309.0
USA,2021-12-01,5449603.0,43017.0
USA,2022-01-01,20444764.0,65001.0
USA,2022-02-01,4380740.0,63682.0
USA,2022-03-01,1022157.0,27637.0
USA,2022-04-01,1163440.0,13263.0
USA,2022-05-01,2698000.0,9953.0
USA,2022-06-01,3066561.0,9885.0
USA,2022-07-01,3922935.0,13117.0
USA,2022-08-01,2879420.0,13716.0
USA,2022-09-01,1858371.0,12795.0
USA,2022-10-01,1204618.0,11815.0
USA,2022-11-01,1125356.0,9574.0
USA,2022-12-01,2111048.0,12963.0
USA,2023-01-01,1522698.0,14578.0
USA,2023-02-01,1085170.0,12111.0
USA,2023-03-01,678002.0,7909.0
USA,2023-04-01,568838.0,7009.0
USA,2023-05-01,170425.0,3089.0
USA,2023-06-01,0.0,0.0
USA,2023-07-01,0.0,0.0
